,nfe,best_score,elapsed_time,pi_0,pi_1,pi_2,pi_3,pi_4,pi_5,pi_6,pi_7,pi_8,pi_9,probability_SBX,probability_PCX,probability_DE,probability_UNDX,probability_SPX,probability_UM,number_of_units,number_of_nodes,config,seed,scaled score,improvement,elapsed time (min)
3,541,0.38,6.578045845031738,18.0,15.0,,,,,,,,,0.1826923076923076,0.3653846153846153,0.0576923076923076,0.2211538461538461,0.0865384615384615,0.0865384615384615,2,900,0,3,0.9178743961352658,0.014000000000000012,0.10963409741719564
4,686,0.396,8.26137661933899,18.0,16.0,,,,,,,,,0.1442307692307692,0.375,0.048076923076923,0.25,0.0865384615384615,0.0961538461538461,2,900,0,3,0.9565217391304349,0.016000000000000014,0.1376896103223165
6,978,0.398,11.576738834381104,28.0,6.0,,,,,,,,,0.1538461538461538,0.3653846153846153,0.048076923076923,0.2596153846153846,0.0961538461538461,0.0769230769230769,2,900,0,3,0.961352657004831,0.0020000000000000018,0.19294564723968505
10,1560,0.412,18.20142817497253,18.0,12.0,,,,,,,,,0.2075471698113207,0.4339622641509434,0.0094339622641509,0.1698113207547169,0.1226415094339622,0.0566037735849056,2,900,0,3,0.9951690821256038,0.013999999999999957,0.3033571362495422
15,2296,0.414,26.697224378585812,18.0,6.0,,,,,,,,,0.2075471698113207,0.4528301886792453,0.0094339622641509,0.2169811320754717,0.0849056603773584,0.0283018867924528,2,900,0,3,1.0,0.0020000000000000018,0.44495373964309687
0,100,0.332,1.4574549198150637,2.0,32.0,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,2,900,0,3,0.8019323671497586,0.0,0.024290915330251062
1,248,0.368,3.5149354934692383,18.0,8.0,,,,,,,,,0.3428571428571428,0.2285714285714285,0.0857142857142857,0.1523809523809524,0.1333333333333333,0.0571428571428571,2,900,0,4,0.888888888888889,0.05399999999999999,0.0585822582244873
4,682,0.398,8.370738744735718,18.0,27.0,,,,,,,,,0.3904761904761905,0.2,0.0857142857142857,0.1523809523809524,0.1238095238095238,0.0476190476190476,2,900,0,4,0.961352657004831,0.030000000000000027,0.13951231241226197
6,978,0.412,11.781204223632812,18.0,12.0,,,,,,,,,0.419047619047619,0.219047619047619,0.0571428571428571,0.1523809523809524,0.1428571428571428,0.0095238095238095,2,900,0,4,0.9951690821256038,0.013999999999999957,0.19635340372721355
12,1848,0.414,21.794611930847168,18.0,6.0,,,,,,,,,0.3867924528301887,0.2075471698113207,0.1037735849056603,0.1132075471698113,0.1792452830188679,0.0094339622641509,2,900,0,4,1.0,0.0020000000000000018,0.36324353218078614
0,100,0.314,1.407592535018921,10.0,12.0,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,2,900,0,4,0.7584541062801933,0.0,0.023459875583648683
2,385,0.05,4.367465257644653,36.0,52.0,,,,,,,,,0.2211538461538461,0.0865384615384615,0.125,0.173076923076923,0.2596153846153846,0.1346153846153846,2,900,1,0,0.925925925925926,0.0020000000000000018,0.07279108762741089
4,670,0.052,7.302685976028442,37.0,52.0,,,,,,,,,0.2788461538461538,0.0673076923076923,0.0961538461538461,0.1153846153846153,0.3076923076923077,0.1346153846153846,2,900,1,0,0.9629629629629629,0.001999999999999995,0.12171143293380737
10,1526,0.054,16.03388214111328,9.0,52.0,,,,,,,,,0.6037735849056604,0.1320754716981132,0.0754716981132075,0.0377358490566037,0.1037735849056603,0.0471698113207547,2,900,1,0,1.0,0.0020000000000000018,0.2672313690185547
0,100,0.048,1.2733583450317385,34.0,53.0,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,2,900,1,0,0.888888888888889,0.0,0.021222639083862307
1,245,0.052,2.8470637798309326,25.0,52.0,,,,,,,,,0.2285714285714285,0.1809523809523809,0.0952380952380952,0.219047619047619,0.2095238095238095,0.0666666666666666,2,900,1,1,0.9629629629629629,0.003999999999999997,0.04745106299718221
10,1558,0.054,16.869705200195312,9.0,52.0,,,,,,,,,0.4,0.1238095238095238,0.0285714285714285,0.0952380952380952,0.2952380952380952,0.0571428571428571,2,900,1,1,1.0,0.0020000000000000018,0.28116175333658855
0,100,0.048,1.2704267501831057,24.0,52.0,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,2,900,1,1,0.888888888888889,0.0,0.021173779169718427
1,242,0.05,2.8487160205841064,36.0,52.0,,,,,,,,,0.1714285714285714,0.2285714285714285,0.1142857142857142,0.1333333333333333,0.2571428571428571,0.0952380952380952,2,900,1,2,0.925925925925926,0.006000000000000005,0.04747860034306844
3,535,0.052,5.9754133224487305,37.0,52.0,,,,,,,,,0.1714285714285714,0.3047619047619048,0.0666666666666666,0.1047619047619047,0.2761904761904762,0.0761904761904762,2,900,1,2,0.9629629629629629,0.001999999999999995,0.09959022204081218
53,7891,0.054,83.77259230613708,9.0,52.0,,,,,,,,,0.2547169811320754,0.4150943396226415,0.1320754716981132,0.0094339622641509,0.1320754716981132,0.0566037735849056,2,900,1,2,1.0,0.0020000000000000018,1.3962098717689515
0,100,0.044,1.4135282039642334,35.0,49.0,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,2,900,1,2,0.8148148148148148,0.0,0.02355880339940389
3,529,0.052,5.9372382164001465,22.0,52.0,,,,,,,,,0.2233009708737864,0.174757281553398,0.0388349514563106,0.1941747572815534,0.2815533980582524,0.087378640776699,2,900,1,3,0.9629629629629629,0.003999999999999997,0.09895397027333577
63,9393,0.054,100.24614238739014,9.0,52.0,,,,,,,,,0.2641509433962264,0.490566037735849,0.0188679245283018,0.1037735849056603,0.1037735849056603,0.0188679245283018,2,900,1,3,1.0,0.0020000000000000018,1.6707690397898356
0,100,0.048,1.3528289794921875,40.0,53.0,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,2,900,1,3,0.888888888888889,0.0,0.022547149658203126
1,245,0.048,2.964755058288574,42.0,31.0,,,,,,,,,0.1714285714285714,0.1714285714285714,0.0666666666666666,0.2952380952380952,0.2476190476190476,0.0476190476190476,2,900,1,4,0.888888888888889,0.0020000000000000018,0.04941258430480957
2,390,0.05,4.694257736206055,30.0,53.0,,,,,,,,,0.219047619047619,0.1428571428571428,0.0571428571428571,0.2476190476190476,0.2666666666666666,0.0666666666666666,2,900,1,4,0.925925925925926,0.0020000000000000018,0.07823762893676758
4,687,0.052,7.85525631904602,30.0,52.0,,,,,,,,,0.3523809523809524,0.1904761904761904,0.0476190476190476,0.2,0.1714285714285714,0.0380952380952381,2,900,1,4,0.9629629629629629,0.001999999999999995,0.13092093865076698
102,14848,0.054,155.9512379169464,9.0,52.0,,,,,,,,,0.6698113207547169,0.1132075471698113,0.0094339622641509,0.0849056603773584,0.1037735849056603,0.0188679245283018,2,900,1,4,1.0,0.0020000000000000018,2.5991872986157736
0,100,0.046,1.3897497653961182,6.0,31.0,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,2,900,1,4,0.8518518518518519,0.0,0.023162496089935303
