,nfe,best_score,elapsed_time,pi_0,pi_1,pi_2,pi_3,pi_4,probability_SBX,probability_PCX,probability_DE,probability_UNDX,probability_SPX,probability_UM,number_of_nodes,number_of_units,config,seed,improvement,elapsed time (min),scaled score
23,3495,0.448,3.243138551712036,73.0,120.0,59.0,45.0,1.0,0.9245283018867924,0.0094339622641509,0.0188679245283018,0.0094339622641509,0.0094339622641509,0.0283018867924528,689,5,2,4,0.0040000000000000036,0.054052309195200605,0.9218106995884774
24,3642,0.458,3.345847845077514,93.0,59.0,115.0,11.0,1.0,0.9245283018867924,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0377358490566037,689,5,2,4,0.010000000000000009,0.055764130751291906,0.9423868312757202
33,4974,0.46,4.390481233596802,93.0,61.0,115.0,14.0,1.0,0.9150943396226416,0.0094339622641509,0.0188679245283018,0.0094339622641509,0.0094339622641509,0.0377358490566037,689,5,2,4,0.0020000000000000018,0.07317468722661337,0.9465020576131687
53,7948,0.468,6.563431978225708,93.0,61.0,115.0,21.0,1.0,0.9245283018867924,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0377358490566037,689,5,2,4,0.008000000000000007,0.10939053297042847,0.962962962962963
79,11789,0.474,9.462729930877686,93.0,61.0,115.0,62.0,1.0,0.9339622641509434,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0283018867924528,689,5,2,4,0.00599999999999995,0.1577121655146281,0.9753086419753086
89,13268,0.476,10.556253910064695,75.0,59.0,115.0,62.0,2.0,0.8301886792452831,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.1320754716981132,689,5,2,4,0.0020000000000000018,0.17593756516774492,0.9794238683127572
90,13412,0.478,10.661933183670044,75.0,59.0,115.0,62.0,1.0,0.8207547169811321,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.1415094339622641,689,5,2,4,0.0020000000000000018,0.17769888639450074,0.9835390946502057
111,16459,0.484,12.991553544998167,59.0,59.0,115.0,62.0,1.0,0.8679245283018868,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0943396226415094,689,5,2,4,0.006000000000000005,0.2165258924166361,0.9958847736625515
131,19383,0.486,15.265751838684082,34.0,59.0,115.0,62.0,1.0,0.9056603773584906,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0566037735849056,689,5,2,4,0.0020000000000000018,0.25442919731140134,1.0
0,100,0.296,0.3853828907012939,74.0,141.0,2.0,104.0,105.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,689,5,2,4,0.0,0.006423048178354898,0.6090534979423868
1,244,0.732,0.5700027942657471,180.0,20.0,169.0,25.0,39.0,0.2095238095238095,0.3523809523809524,0.1523809523809524,0.1142857142857142,0.0571428571428571,0.1142857142857142,689,5,3,0,0.028000000000000025,0.009500046571095785,0.7991266375545851
2,388,0.742,0.7360544204711914,180.0,20.0,169.0,25.0,6.0,0.2,0.3904761904761905,0.1904761904761904,0.1142857142857142,0.0095238095238095,0.0952380952380952,689,5,3,0,0.010000000000000009,0.012267573674519857,0.8100436681222707
3,536,0.768,0.8602051734924316,86.0,0.0,74.0,106.0,19.0,0.219047619047619,0.3333333333333333,0.2285714285714285,0.1333333333333333,0.019047619047619,0.0666666666666666,689,5,3,0,0.026000000000000023,0.014336752891540527,0.8384279475982532
4,683,0.788,0.9832150936126708,20.0,2.0,146.0,98.0,33.0,0.3238095238095238,0.2857142857142857,0.2095238095238095,0.0761904761904762,0.0285714285714285,0.0761904761904762,689,5,3,0,0.020000000000000018,0.016386918226877847,0.8602620087336245
6,975,0.802,1.2400174140930176,20.0,2.0,146.0,93.0,6.0,0.4857142857142857,0.2095238095238095,0.219047619047619,0.019047619047619,0.0095238095238095,0.0571428571428571,689,5,3,0,0.014000000000000012,0.020666956901550293,0.8755458515283843
8,1268,0.824,1.4749763011932373,134.0,0.0,167.0,107.0,19.0,0.6415094339622641,0.1037735849056603,0.1792452830188679,0.0188679245283018,0.0094339622641509,0.0471698113207547,689,5,3,0,0.02199999999999991,0.02458293835322062,0.8995633187772925
11,1715,0.838,1.803539991378784,106.0,7.0,69.0,51.0,19.0,0.8207547169811321,0.0849056603773584,0.0566037735849056,0.0094339622641509,0.0094339622641509,0.0188679245283018,689,5,3,0,0.014000000000000012,0.030058999856313065,0.9148471615720524
13,2015,0.866,2.036352634429932,12.0,0.0,69.0,54.0,19.0,0.8584905660377359,0.0660377358490566,0.0377358490566037,0.0094339622641509,0.0188679245283018,0.0094339622641509,689,5,3,0,0.028000000000000025,0.0339392105738322,0.945414847161572
14,2165,0.87,2.1430842876434326,106.0,7.0,69.0,52.0,19.0,0.8584905660377359,0.0660377358490566,0.0377358490566037,0.0094339622641509,0.0188679245283018,0.0094339622641509,689,5,3,0,0.0040000000000000036,0.03571807146072388,0.9497816593886462
15,2314,0.9,2.249440670013428,9.0,0.0,69.0,54.0,19.0,0.9150943396226416,0.0377358490566037,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0188679245283018,689,5,3,0,0.030000000000000027,0.03749067783355713,0.982532751091703
25,3799,0.902,3.5171048641204834,9.0,3.0,69.0,54.0,19.0,0.9433962264150944,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0188679245283018,689,5,3,0,0.0020000000000000018,0.05861841440200806,0.9847161572052402
28,4247,0.906,3.834200859069824,14.0,3.0,69.0,54.0,19.0,0.9433962264150944,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0188679245283018,689,5,3,0,0.0040000000000000036,0.06390334765116373,0.9890829694323144
32,4846,0.908,4.312714099884033,14.0,3.0,69.0,52.0,19.0,0.9339622641509434,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0283018867924528,689,5,3,0,0.0020000000000000018,0.07187856833140055,0.9912663755458515
50,7521,0.91,6.365429401397705,8.0,9.0,69.0,54.0,19.0,0.9528301886792452,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,689,5,3,0,0.0020000000000000018,0.10609049002329508,0.9934497816593887
175,26107,0.914,25.996258020401,8.0,9.0,69.0,20.0,19.0,0.9528301886792452,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,689,5,3,0,0.0040000000000000036,0.4332709670066833,0.9978165938864629
0,100,0.704,0.3786225318908691,164.0,51.0,85.0,34.0,56.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,689,5,3,0,0.0,0.006310375531514484,0.7685589519650654
1,244,0.77,0.5587184429168701,35.0,0.0,0.0,0.0,19.0,0.2,0.238095238095238,0.0857142857142857,0.2952380952380952,0.0476190476190476,0.1333333333333333,689,5,3,1,0.08799999999999997,0.009311974048614502,0.8406113537117904
2,392,0.822,0.7207286357879639,35.0,0.0,0.0,9.0,19.0,0.2857142857142857,0.1619047619047619,0.0761904761904762,0.3333333333333333,0.0285714285714285,0.1142857142857142,689,5,3,1,0.051999999999999935,0.012012143929799398,0.8973799126637554
6,980,0.826,1.1987972259521484,35.0,0.0,4.0,9.0,19.0,0.660377358490566,0.1226415094339622,0.0566037735849056,0.0566037735849056,0.0094339622641509,0.0943396226415094,689,5,3,1,0.0040000000000000036,0.01997995376586914,0.9017467248908296
8,1274,0.858,1.4164044857025146,29.0,0.0,39.0,89.0,56.0,0.8113207547169812,0.0660377358490566,0.0188679245283018,0.0283018867924528,0.0094339622641509,0.0660377358490566,689,5,3,1,0.03200000000000003,0.023606741428375246,0.9366812227074235
10,1565,0.864,1.6374223232269287,29.0,0.0,7.0,89.0,56.0,0.8490566037735849,0.0566037735849056,0.0188679245283018,0.0094339622641509,0.0094339622641509,0.0566037735849056,689,5,3,1,0.006000000000000005,0.027290372053782146,0.9432314410480349
13,2007,0.876,1.9606029987335205,38.0,0.0,45.0,93.0,56.0,0.9056603773584906,0.0471698113207547,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0188679245283018,689,5,3,1,0.01200000000000001,0.03267671664555868,0.9563318777292577
15,2303,0.896,2.2287092208862305,32.0,3.0,31.0,93.0,19.0,0.9150943396226416,0.0377358490566037,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0188679245283018,689,5,3,1,0.020000000000000018,0.03714515368143718,0.9781659388646288
18,2748,0.908,2.6045846939086914,9.0,0.0,45.0,93.0,19.0,0.9245283018867924,0.0377358490566037,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,689,5,3,1,0.01200000000000001,0.04340974489847819,0.9912663755458515
21,3191,0.912,2.959097385406494,9.0,3.0,45.0,93.0,19.0,0.9528301886792452,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,689,5,3,1,0.0040000000000000036,0.0493182897567749,0.9956331877729258
41,6168,0.916,5.188874244689941,14.0,3.0,22.0,93.0,19.0,0.9528301886792452,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,689,5,3,1,0.0040000000000000036,0.08648123741149902,1.0
0,100,0.682,0.3959274291992187,116.0,40.0,67.0,97.0,2.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,689,5,3,1,0.0,0.006598790486653645,0.7445414847161572
2,393,0.768,0.7042641639709473,62.0,7.0,132.0,66.0,19.0,0.3461538461538461,0.125,0.1057692307692307,0.2980769230769231,0.0192307692307692,0.1057692307692307,689,5,3,2,0.02400000000000002,0.011737736066182454,0.8384279475982532
3,534,0.776,0.8520956039428711,74.0,0.0,70.0,69.0,33.0,0.3653846153846153,0.1057692307692307,0.0673076923076923,0.3365384615384615,0.0192307692307692,0.1057692307692307,689,5,3,2,0.008000000000000007,0.014201593399047852,0.8471615720524017
4,681,0.806,0.9726953506469728,161.0,0.0,46.0,29.0,39.0,0.4038461538461538,0.1346153846153846,0.0865384615384615,0.2211538461538461,0.0192307692307692,0.1346153846153846,689,5,3,2,0.030000000000000027,0.016211589177449547,0.8799126637554585
8,1257,0.812,1.4252159595489502,115.0,0.0,46.0,29.0,39.0,0.6730769230769231,0.0865384615384615,0.0384615384615384,0.1153846153846153,0.0096153846153846,0.0769230769230769,689,5,3,2,0.006000000000000005,0.023753599325815836,0.8864628820960699
9,1405,0.83,1.5355842113494873,175.0,0.0,46.0,29.0,39.0,0.7115384615384616,0.0576923076923076,0.0288461538461538,0.1057692307692307,0.0096153846153846,0.0865384615384615,689,5,3,2,0.017999999999999905,0.025593070189158122,0.9061135371179039
10,1552,0.854,1.6485364437103271,121.0,1.0,28.0,55.0,19.0,0.7452830188679245,0.0471698113207547,0.0377358490566037,0.0943396226415094,0.0094339622641509,0.0660377358490566,689,5,3,2,0.02400000000000002,0.02747560739517212,0.9323144104803492
13,1993,0.86,1.978019952774048,121.0,0.0,28.0,55.0,19.0,0.8773584905660378,0.0094339622641509,0.0094339622641509,0.0566037735849056,0.0094339622641509,0.0377358490566037,689,5,3,2,0.006000000000000005,0.0329669992129008,0.9388646288209607
14,2141,0.87,2.087120771408081,121.0,1.0,20.0,9.0,19.0,0.8773584905660378,0.0094339622641509,0.0094339622641509,0.0566037735849056,0.0094339622641509,0.0377358490566037,689,5,3,2,0.010000000000000009,0.03478534619013469,0.9497816593886462
17,2582,0.882,2.4231464862823486,121.0,3.0,49.0,55.0,19.0,0.9056603773584906,0.0094339622641509,0.0188679245283018,0.0094339622641509,0.0094339622641509,0.0471698113207547,689,5,3,2,0.01200000000000001,0.04038577477137248,0.962882096069869
21,3171,0.884,2.8877944946289062,121.0,3.0,49.0,9.0,19.0,0.8679245283018868,0.0094339622641509,0.0566037735849056,0.0094339622641509,0.0094339622641509,0.0471698113207547,689,5,3,2,0.0020000000000000018,0.048129908243815106,0.965065502183406
22,3321,0.888,2.997859477996826,121.0,3.0,37.0,55.0,19.0,0.8773584905660378,0.0094339622641509,0.0660377358490566,0.0094339622641509,0.0094339622641509,0.0283018867924528,689,5,3,2,0.0040000000000000036,0.04996432463328044,0.9694323144104803
27,4063,0.89,3.6591200828552246,93.0,0.0,55.0,9.0,19.0,0.8584905660377359,0.0094339622641509,0.0754716981132075,0.0094339622641509,0.0094339622641509,0.0377358490566037,689,5,3,2,0.0020000000000000018,0.06098533471425374,0.9716157205240175
28,4212,0.902,3.782163381576538,93.0,0.0,37.0,9.0,19.0,0.8584905660377359,0.0094339622641509,0.0754716981132075,0.0094339622641509,0.0094339622641509,0.0377358490566037,689,5,3,2,0.01200000000000001,0.06303605635960897,0.9847161572052402
31,4659,0.912,4.15831995010376,93.0,3.0,37.0,14.0,19.0,0.9150943396226416,0.0094339622641509,0.0377358490566037,0.0094339622641509,0.0094339622641509,0.0188679245283018,689,5,3,2,0.010000000000000009,0.06930533250172934,0.9956331877729258
50,7499,0.914,6.30800724029541,93.0,3.0,22.0,14.0,19.0,0.9433962264150944,0.0188679245283018,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,689,5,3,2,0.0020000000000000018,0.10513345400492351,0.9978165938864629
0,100,0.744,0.3961222171783447,54.0,142.0,7.0,192.0,56.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,689,5,3,2,0.0,0.006602036952972412,0.8122270742358079
1,246,0.698,0.6478750705718994,104.0,40.0,36.0,93.0,0.0,0.219047619047619,0.2,0.1809523809523809,0.219047619047619,0.0571428571428571,0.1238095238095238,689,5,3,3,0.02199999999999991,0.01079791784286499,0.7620087336244541
2,387,0.758,0.7740116119384766,78.0,0.0,152.0,111.0,39.0,0.2476190476190476,0.1714285714285714,0.0952380952380952,0.3333333333333333,0.0095238095238095,0.1428571428571428,689,5,3,3,0.06000000000000005,0.012900193532307943,0.8275109170305677
3,534,0.764,0.906303882598877,122.0,3.0,99.0,165.0,44.0,0.2761904761904762,0.1523809523809524,0.1238095238095238,0.3142857142857143,0.0095238095238095,0.1238095238095238,689,5,3,3,0.006000000000000005,0.015105064709981282,0.834061135371179
4,680,0.798,1.0596401691436768,148.0,54.0,176.0,107.0,56.0,0.4666666666666667,0.1142857142857142,0.1238095238095238,0.1809523809523809,0.0095238095238095,0.1047619047619047,689,5,3,3,0.03400000000000003,0.017660669485727944,0.87117903930131
7,1118,0.804,1.4635589122772217,7.0,3.0,142.0,111.0,39.0,0.6037735849056604,0.0754716981132075,0.1037735849056603,0.1226415094339622,0.0094339622641509,0.0849056603773584,689,5,3,3,0.006000000000000005,0.024392648537953695,0.8777292576419214
10,1566,0.87,1.798335313796997,93.0,3.0,179.0,50.0,19.0,0.8490566037735849,0.0283018867924528,0.0471698113207547,0.0471698113207547,0.0094339622641509,0.0188679245283018,689,5,3,3,0.06599999999999995,0.02997225522994995,0.9497816593886462
13,2007,0.882,2.172137260437012,93.0,3.0,158.0,49.0,19.0,0.9056603773584906,0.0094339622641509,0.0471698113207547,0.0094339622641509,0.0094339622641509,0.0188679245283018,689,5,3,3,0.01200000000000001,0.0362022876739502,0.962882096069869
16,2450,0.886,2.5125088691711426,93.0,3.0,192.0,42.0,19.0,0.9245283018867924,0.0094339622641509,0.0283018867924528,0.0094339622641509,0.0094339622641509,0.0188679245283018,689,5,3,3,0.0040000000000000036,0.041875147819519044,0.9672489082969432
17,2600,0.898,2.6205997467041016,14.0,3.0,110.0,93.0,19.0,0.9433962264150944,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0188679245283018,689,5,3,3,0.01200000000000001,0.04367666244506836,0.980349344978166
20,3042,0.9,2.976700782775879,14.0,3.0,109.0,93.0,19.0,0.9528301886792452,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,689,5,3,3,0.0020000000000000018,0.04961167971293132,0.982532751091703
22,3336,0.906,3.191648006439209,93.0,3.0,55.0,54.0,19.0,0.9528301886792452,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,689,5,3,3,0.006000000000000005,0.053194133440653484,0.9890829694323144
45,6755,0.908,6.024484634399414,93.0,3.0,23.0,54.0,19.0,0.9339622641509434,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0283018867924528,689,5,3,3,0.0020000000000000018,0.10040807723999023,0.9912663755458515
47,7052,0.91,6.27719783782959,93.0,3.0,23.0,52.0,19.0,0.9433962264150944,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0188679245283018,689,5,3,3,0.0020000000000000018,0.1046199639638265,0.9934497816593887
101,15082,0.912,12.40561032295227,93.0,3.0,43.0,14.0,19.0,0.9433962264150944,0.0188679245283018,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,689,5,3,3,0.0020000000000000018,0.20676017204920452,0.9956331877729258
128,19091,0.914,15.45719027519226,93.0,3.0,22.0,14.0,19.0,0.9150943396226416,0.0188679245283018,0.0283018867924528,0.0094339622641509,0.0094339622641509,0.0188679245283018,689,5,3,3,0.0020000000000000018,0.25761983791987103,0.9978165938864629
0,100,0.676,0.3875463008880615,104.0,52.0,183.0,93.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,689,5,3,3,0.0,0.0064591050148010256,0.7379912663755459
1,245,0.694,0.5995473861694336,232.0,41.0,114.0,239.0,33.0,0.3142857142857143,0.1904761904761904,0.1428571428571428,0.219047619047619,0.019047619047619,0.1142857142857142,689,5,3,4,0.013999999999999901,0.009992456436157227,0.7576419213973798
2,390,0.72,0.7528927326202393,9.0,223.0,140.0,30.0,6.0,0.2666666666666666,0.238095238095238,0.1333333333333333,0.2666666666666666,0.019047619047619,0.0761904761904762,689,5,3,4,0.026000000000000023,0.012548212210337322,0.7860262008733624
3,538,0.756,0.8913669586181641,102.0,0.0,0.0,100.0,19.0,0.3428571428571428,0.1809523809523809,0.0952380952380952,0.3142857142857143,0.0095238095238095,0.0571428571428571,689,5,3,4,0.03600000000000003,0.0148561159769694,0.8253275109170305
4,687,0.766,1.0465078353881836,5.0,0.0,70.0,87.0,48.0,0.4285714285714285,0.1904761904761904,0.1238095238095238,0.1904761904761904,0.019047619047619,0.0476190476190476,689,5,3,4,0.010000000000000009,0.017441797256469726,0.8362445414847162
5,835,0.796,1.3095042705535889,10.0,20.0,143.0,31.0,6.0,0.4666666666666667,0.2285714285714285,0.0952380952380952,0.1428571428571428,0.019047619047619,0.0476190476190476,689,5,3,4,0.030000000000000027,0.02182507117589315,0.868995633187773
6,985,0.8,1.4350707530975342,10.0,20.0,159.0,5.0,6.0,0.4666666666666667,0.2285714285714285,0.0952380952380952,0.1428571428571428,0.019047619047619,0.0476190476190476,689,5,3,4,0.0040000000000000036,0.0239178458849589,0.8733624454148472
8,1278,0.804,1.6625750064849854,69.0,26.0,7.0,105.0,19.0,0.7358490566037735,0.1415094339622641,0.0566037735849056,0.0377358490566037,0.0094339622641509,0.0188679245283018,689,5,3,4,0.0040000000000000036,0.027709583441416424,0.8777292576419214
9,1425,0.854,1.7839603424072266,98.0,3.0,23.0,89.0,33.0,0.7075471698113207,0.160377358490566,0.0566037735849056,0.0377358490566037,0.0094339622641509,0.0283018867924528,689,5,3,4,0.04999999999999993,0.029732672373453777,0.9323144104803492
14,2161,0.88,2.364132881164551,20.0,1.0,23.0,89.0,19.0,0.8773584905660378,0.0471698113207547,0.0377358490566037,0.0094339622641509,0.0094339622641509,0.0188679245283018,689,5,3,4,0.026000000000000023,0.03940221468607585,0.9606986899563319
16,2451,0.886,2.578042507171631,79.0,3.0,23.0,93.0,19.0,0.8867924528301887,0.0283018867924528,0.0377358490566037,0.0094339622641509,0.0094339622641509,0.0283018867924528,689,5,3,4,0.006000000000000005,0.04296737511952718,0.9672489082969432
18,2745,0.9,2.7960569858551025,20.0,1.0,23.0,93.0,19.0,0.9528301886792452,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,689,5,3,4,0.014000000000000012,0.046600949764251706,0.982532751091703
25,3793,0.912,3.629303216934204,14.0,3.0,34.0,93.0,19.0,0.9433962264150944,0.0094339622641509,0.0188679245283018,0.0094339622641509,0.0094339622641509,0.0094339622641509,689,5,3,4,0.01200000000000001,0.0604883869489034,0.9956331877729258
26,3943,0.916,3.752916097640991,14.0,3.0,22.0,93.0,19.0,0.9433962264150944,0.0094339622641509,0.0188679245283018,0.0094339622641509,0.0094339622641509,0.0094339622641509,689,5,3,4,0.0040000000000000036,0.06254860162734985,1.0
0,100,0.68,0.3850240707397461,13.0,223.0,138.0,27.0,6.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,689,5,3,4,0.0,0.006417067845662435,0.7423580786026202
2,397,0.79,0.6659739017486572,11.0,32.0,104.0,13.0,275.0,0.3076923076923077,0.2980769230769231,0.1442307692307692,0.173076923076923,0.0096153846153846,0.0673076923076923,689,5,4,0,0.038000000000000034,0.011099565029144286,0.8229166666666667
3,542,0.88,0.856083869934082,7.0,31.0,102.0,19.0,264.0,0.3365384615384615,0.3942307692307692,0.0865384615384615,0.1057692307692307,0.0192307692307692,0.0576923076923076,689,5,4,0,0.08999999999999997,0.014268064498901367,0.9166666666666667
7,1142,0.902,1.3994576930999756,7.0,20.0,121.0,70.0,29.0,0.5576923076923077,0.3557692307692308,0.0288461538461538,0.0288461538461538,0.0096153846153846,0.0192307692307692,689,5,4,0,0.02200000000000002,0.023324294884999593,0.9395833333333334
9,1443,0.91,1.6592822074890137,7.0,32.0,0.0,28.0,269.0,0.5188679245283019,0.3584905660377358,0.0566037735849056,0.0283018867924528,0.0094339622641509,0.0283018867924528,689,5,4,0,0.008000000000000007,0.02765470345815023,0.9479166666666667
10,1591,0.94,1.7872118949890137,7.0,32.0,0.0,13.0,29.0,0.5188679245283019,0.3584905660377358,0.0566037735849056,0.0283018867924528,0.0094339622641509,0.0283018867924528,689,5,4,0,0.029999999999999916,0.029786864916483562,0.9791666666666666
14,2188,0.942,2.3028972148895264,7.0,32.0,40.0,14.0,29.0,0.8113207547169812,0.1226415094339622,0.0283018867924528,0.0094339622641509,0.0094339622641509,0.0188679245283018,689,5,4,0,0.0020000000000000018,0.03838162024815877,0.98125
19,2933,0.95,2.922418594360352,7.0,32.0,122.0,0.0,46.0,0.9150943396226416,0.0377358490566037,0.0188679245283018,0.0094339622641509,0.0094339622641509,0.0094339622641509,689,5,4,0,0.008000000000000007,0.04870697657267253,0.9895833333333334
23,3532,0.952,3.4324967861175537,7.0,32.0,115.0,0.0,46.0,0.9150943396226416,0.0188679245283018,0.0377358490566037,0.0094339622641509,0.0094339622641509,0.0094339622641509,689,5,4,0,0.0020000000000000018,0.05720827976862589,0.9916666666666667
33,5025,0.954,4.683364152908325,7.0,32.0,111.0,0.0,46.0,0.9433962264150944,0.0094339622641509,0.0188679245283018,0.0094339622641509,0.0094339622641509,0.0094339622641509,689,5,4,0,0.0020000000000000018,0.07805606921513876,0.99375
41,6205,0.956,5.688596725463867,7.0,32.0,111.0,0.0,70.0,0.9433962264150944,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0188679245283018,689,5,4,0,0.0020000000000000018,0.09480994542439779,0.9958333333333333
135,20157,0.958,17.272818088531494,7.0,32.0,89.0,46.0,70.0,0.9528301886792452,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,689,5,4,0,0.0020000000000000018,0.2878803014755249,0.9979166666666667
137,20451,0.96,17.490926027297974,7.0,32.0,111.0,46.0,70.0,0.9528301886792452,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,689,5,4,0,0.0020000000000000018,0.2915154337882996,1.0
0,100,0.752,0.3909146785736084,7.0,254.0,34.0,13.0,269.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,689,5,4,0,0.0,0.006515244642893474,0.7833333333333333
2,389,0.75,0.7500102519989014,7.0,33.0,91.0,190.0,0.0,0.2884615384615384,0.2884615384615384,0.1057692307692307,0.1538461538461538,0.0096153846153846,0.1538461538461538,689,5,4,1,0.0040000000000000036,0.012500170866648357,0.78125
3,534,0.78,0.8766849040985107,5.0,22.0,120.0,184.0,25.0,0.4230769230769231,0.2596153846153846,0.1153846153846153,0.0865384615384615,0.0096153846153846,0.1057692307692307,689,5,4,1,0.030000000000000027,0.014611415068308512,0.8125000000000001
4,680,0.828,0.9975743293762208,7.0,18.0,0.0,182.0,50.0,0.5288461538461539,0.25,0.0769230769230769,0.0288461538461538,0.0192307692307692,0.0961538461538461,689,5,4,1,0.04799999999999993,0.016626238822937015,0.8624999999999999
5,829,0.928,1.1367430686950684,7.0,32.0,41.0,187.0,9.0,0.4903846153846153,0.2884615384615384,0.1057692307692307,0.0096153846153846,0.0096153846153846,0.0961538461538461,689,5,4,1,0.10000000000000009,0.018945717811584474,0.9666666666666668
9,1414,0.93,1.7653884887695312,7.0,32.0,43.0,188.0,13.0,0.660377358490566,0.1226415094339622,0.0849056603773584,0.0094339622641509,0.0283018867924528,0.0943396226415094,689,5,4,1,0.0020000000000000018,0.02942314147949219,0.9687500000000001
13,1999,0.938,2.260238647460937,7.0,32.0,53.0,188.0,79.0,0.7358490566037735,0.0754716981132075,0.0943396226415094,0.0094339622641509,0.0188679245283018,0.0660377358490566,689,5,4,1,0.007999999999999896,0.03767064412434895,0.9770833333333333
14,2143,0.95,2.370326519012451,7.0,32.0,40.0,72.0,70.0,0.7735849056603774,0.0660377358490566,0.1037735849056603,0.0094339622641509,0.0094339622641509,0.0377358490566037,689,5,4,1,0.01200000000000001,0.039505441983540855,0.9895833333333334
18,2738,0.952,2.848621368408203,7.0,32.0,69.0,189.0,70.0,0.7735849056603774,0.0660377358490566,0.1037735849056603,0.0094339622641509,0.0188679245283018,0.0283018867924528,689,5,4,1,0.0020000000000000018,0.04747702280680339,0.9916666666666667
28,4227,0.954,4.016037225723267,7.0,32.0,69.0,179.0,70.0,0.9056603773584906,0.0283018867924528,0.0188679245283018,0.0094339622641509,0.0094339622641509,0.0283018867924528,689,5,4,1,0.0020000000000000018,0.06693395376205444,0.99375
45,6759,0.956,6.01478385925293,7.0,32.0,71.0,173.0,70.0,0.9433962264150944,0.0094339622641509,0.0188679245283018,0.0094339622641509,0.0094339622641509,0.0094339622641509,689,5,4,1,0.0020000000000000018,0.10024639765421549,0.9958333333333333
0,100,0.746,0.3700990676879883,7.0,271.0,81.0,132.0,251.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,689,5,4,1,0.0,0.0061683177947998045,0.7770833333333333
3,543,0.834,0.8405334949493408,10.0,16.0,99.0,71.0,46.0,0.3203883495145631,0.3883495145631068,0.0776699029126213,0.0970873786407767,0.0194174757281553,0.0970873786407767,689,5,4,2,0.06799999999999995,0.014008891582489014,0.86875
5,835,0.846,1.1215004920959473,7.0,9.0,83.0,51.0,98.0,0.3883495145631068,0.3786407766990291,0.0776699029126213,0.0388349514563106,0.0097087378640776,0.1067961165048543,689,5,4,2,0.01200000000000001,0.018691674868265788,0.88125
6,984,0.898,1.268131971359253,7.0,20.0,81.0,51.0,98.0,0.3883495145631068,0.3786407766990291,0.0776699029126213,0.0388349514563106,0.0097087378640776,0.1067961165048543,689,5,4,2,0.052000000000000046,0.02113553285598755,0.9354166666666667
