,nfe,best_score,elapsed_time,pi_0,pi_1,pi_2,pi_3,pi_4,pi_5,pi_6,pi_7,pi_8,pi_9,probability_SBX,probability_PCX,probability_DE,probability_UNDX,probability_SPX,probability_UM,number_of_nodes,number_of_units,config,seed,improvement,elapsed time (min),scaled score
1,250,0.05,0.3182005882263183,6.0,,,,,,,,,,0.2,0.2285714285714285,0.0857142857142857,0.1523809523809524,0.2285714285714285,0.1047619047619047,957,1,3,2,0.010000000000000002,0.005303343137105305,1.0
0,100,0.04,0.2098183631896972,3.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,3,2,0.0,0.003496972719828287,0.7999999999999999
0,100,0.05,0.210193395614624,6.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,3,3,0.0,0.0035032232602437334,1.0
3,550,0.05,0.5918936729431152,6.0,,,,,,,,,,0.2095238095238095,0.3428571428571428,0.0857142857142857,0.238095238095238,0.0857142857142857,0.0380952380952381,957,1,3,4,0.010000000000000002,0.009864894549051921,1.0
0,100,0.04,0.2047586441040039,0.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,3,4,0.0,0.003412644068400065,0.7999999999999999
0,100,0.008,0.2140333652496338,10.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,4,0,0.0,0.003567222754160563,1.0
0,100,0.008,0.2148935794830322,10.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,4,1,0.0,0.0035815596580505366,1.0
0,100,0.008,0.23203706741333,10.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,4,2,0.0,0.003867284456888833,1.0
0,100,0.008,0.2077915668487548,10.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,4,3,0.0,0.00346319278081258,1.0
0,100,0.008,0.20747971534729,10.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,4,4,0.0,0.003457995255788167,1.0
1,250,0.246,0.7013311386108398,2.0,,,,,,,,,,0.1904761904761904,0.2476190476190476,0.0666666666666666,0.2285714285714285,0.1809523809523809,0.0857142857142857,957,1,5,0,0.16399999999999998,0.011688852310180664,1.0
0,100,0.082,0.2131297588348388,26.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,5,0,0.0,0.0035521626472473137,0.33333333333333337
1,250,0.246,0.3425731658935547,2.0,,,,,,,,,,0.1238095238095238,0.2095238095238095,0.1047619047619047,0.2761904761904762,0.2,0.0857142857142857,957,1,5,1,0.04200000000000001,0.005709552764892578,1.0
0,100,0.204,0.2165491580963134,34.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,5,1,0.0,0.0036091526349385566,0.8292682926829268
0,100,0.246,0.2164273262023925,2.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,5,2,0.0,0.0036071221033732084,1.0
0,100,0.246,0.2106685638427734,2.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,5,3,0.0,0.00351114273071289,1.0
0,100,0.246,0.2185585498809814,2.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,5,4,0.0,0.0036426424980163566,1.0
2,400,0.342,0.4802665710449219,71.0,,,,,,,,,,0.1714285714285714,0.3047619047619048,0.0571428571428571,0.1523809523809524,0.2285714285714285,0.0857142857142857,957,1,6,0,0.050000000000000044,0.008004442850748698,1.0
0,100,0.292,0.2203972339630127,84.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,6,0,0.0,0.0036732872327168782,0.8538011695906431
1,251,0.342,0.3199989795684814,71.0,,,,,,,,,,0.2761904761904762,0.0952380952380952,0.1428571428571428,0.2285714285714285,0.1714285714285714,0.0857142857142857,957,1,6,1,0.06000000000000005,0.005333316326141356,1.0
0,100,0.282,0.2176170349121093,38.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,6,1,0.0,0.003626950581868488,0.8245614035087718
0,100,0.342,0.2110521793365478,71.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,6,2,0.0,0.0035175363222757967,1.0
1,251,0.342,0.375284194946289,71.0,,,,,,,,,,0.2761904761904762,0.1809523809523809,0.0476190476190476,0.219047619047619,0.219047619047619,0.0571428571428571,957,1,6,3,0.10600000000000004,0.00625473658243815,1.0
0,100,0.236,0.217566967010498,56.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,6,3,0.0,0.003626116116841633,0.6900584795321637
1,251,0.342,0.3523545265197754,71.0,,,,,,,,,,0.1904761904761904,0.1333333333333333,0.1047619047619047,0.219047619047619,0.2476190476190476,0.1047619047619047,957,1,6,4,0.050000000000000044,0.005872575441996256,1.0
0,100,0.292,0.2151825428009033,84.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,6,4,0.0,0.0035863757133483883,0.8538011695906431
1,251,0.286,0.314119815826416,10.0,,,,,,,,,,0.2571428571428571,0.1809523809523809,0.1047619047619047,0.2285714285714285,0.1904761904761904,0.0380952380952381,957,1,7,0,0.009999999999999953,0.0052353302637736,0.6470588235294117
3,552,0.442,0.5425994396209717,3.0,,,,,,,,,,0.3523809523809524,0.1904761904761904,0.0571428571428571,0.1523809523809524,0.2,0.0476190476190476,957,1,7,0,0.15600000000000003,0.00904332399368286,1.0
0,100,0.276,0.2199196815490722,7.0,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,957,1,7,0,0.0,0.0036653280258178702,0.6244343891402715
